Season,Id,Name,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns
2023,4687476,Jake Arthurs,RB,Northwestern,B1G,0.033,0,0.065,0.04,0.047,0,0.025,0.047
2023,4687486,Matt Lauter,TE,Boise State,MWC,0.028,0.08,0,0.032,0.037,0,0.033,0.012
2023,4687493,Brandon Thomas,RB,Memphis,AAC,0.085,0.01,0.182,0.071,0.087,0.08,0.108,0.021
2023,4687507,Kobe Drake,WR,Memphis,AAC,0.041,0.074,0,0.026,0.045,0.063,0.028,0.073
2023,4687509,Caden Prieskorn,TE,Ole Miss,SEC,0.057,0.129,0,0.03,0.068,0.106,0.03,0.112
2023,4687515,EJ Wilson Jr.,RB,Temple,AAC,0.063,0.027,0.113,0.085,0.059,0.038,0.067,0.056
2023,4687555,Isaiah Garcia-Castaneda,WR,Nebraska,B1G,0.018,0.053,0,0.038,0,0,0.024,0
2023,4687561,Cole Harrity,WR,Buffalo,MAC,0.061,0.117,0.01,0.064,0.057,0.061,0.062,0.061
2023,4687700,Malachi Holt-Bennett,WR,UAB,AAC,0.021,0.04,0,0.019,0.027,0,0.02,0.023
2023,4688377,Kailan Noseff,WR,Incarnate Word,,0.016,0.034,0,0.032,0,0,0.019,0
2023,4688380,Cameron Ward,QB,Washington State,PAC,0.703,0.958,0.281,0.682,0.72,0.758,0.658,0.801
2023,4688387,Myles Kitt-Denton,WR,Northwestern State,,0.025,0.047,0,0.031,0,0,0.019,0.037
2023,4688405,Jared Long,WR,Central Arkansas,,0.029,0.053,0,0,0.045,0,0,0.077
2023,4688413,Giancarlo Woods,WR,Cal Poly,,0.088,0.135,0.011,0.058,0.131,0.089,0.084,0.095
2023,4688540,Treyson Bourguet,QB,Western Michigan,MAC,0.385,0.636,0.161,0.359,0.368,0.473,0.342,0.467
2023,4688552,Keleki Latu,TE,Nevada,MWC,0.049,0.092,0.014,0.028,0.068,0.051,0.028,0.091
2023,4688588,Dylan Mehrotra,QB,Southern,,0.039,0.034,0.048,0.083,0,0,0.063,0
2023,4688595,Kevorian Barnes,RB,UTSA,AAC,0.202,0.037,0.36,0.229,0.214,0.129,0.227,0.147
2023,4688717,Draylen Ellis,QB,Tennessee State,,0.325,0.536,0.154,0.276,0.311,0.44,0.29,0.382
2023,4688723,CJ Evans Jr.,RB,Austin Peay,,0.158,0.039,0.375,0.19,0.167,0.116,0.171,0.135
2023,4688731,Brandon Lanier,TE,Western Illinois,,0.017,0.032,0,0.03,0,0,0.027,0
2023,4688758,Gabe Atkin,WR,Stetson,,0.075,0.138,0.004,0.064,0.074,0.084,0.066,0.09
2023,4688762,Darrion Sherfield,WR,Houston Christian,,0.063,0.128,0,0.045,0.076,0.084,0.052,0.083
2023,4688782,RJ Smith,RB,Houston Christian,,0.143,0,0.297,0.232,0.143,0,0.19,0.061
2023,4688817,Elijah Green,RB,North Carolina,ACC,0.024,0,0.049,0.041,0,0.03,0.025,0.024
2023,4688835,Roman Hemby,RB,Maryland,B1G,0.218,0.087,0.398,0.271,0.221,0.118,0.257,0.132
2023,4688839,Bryson Moss,RB,Eastern Michigan,MAC,0.017,0,0.033,0.04,0,0,0.022,0
2023,4688904,Reece Adkins,TE,Eastern Kentucky,,0.012,0.018,0,0.014,0.019,0,0.009,0.022
2023,4688905,Bryant Johnson,WR,Eastern Kentucky,,0.027,0.061,0,0.038,0,0.043,0.024,0.037
2023,4689090,Brandon Frazier,TE,Auburn,SEC,0.037,0.071,0,0,0.064,0.075,0.04,0.032
2023,4689114,Jaxson Dart,QB,Ole Miss,SEC,0.509,0.917,0.182,0.411,0.559,0.665,0.424,0.694
2023,4689118,Jay Rockwell,WR,Sam Houston,CUSA,0.047,0.091,0,0.028,0.067,0.052,0.035,0.069
2023,4689193,Nick Mosley,RB,Bowling Green,MAC,0.047,0,0.095,0.04,0.05,0.061,0.029,0.077
2023,4689194,Jack Reynolds,WR,Charlotte,AAC,0.015,0.03,0,0.037,0,0,0.023,0
2023,4689194,Jack Reynolds,WR,Charlotte,,0.015,0.03,0,0.037,0,0,0.023,0
2023,4689266,Drew Donley,WR,Texas State,SBC,0.054,0.116,0,0.06,0.047,0.067,0.056,0.05
2023,4689272,Jaren Randle,WR,UTSA,AAC,0.022,0.042,0,0.026,0,0.063,0.032,0
2023,4689338,Dillon Johnson,RB,Washington,PAC,0.281,0.049,0.612,0.296,0.313,0.189,0.329,0.157
2023,4689529,Kenji Christian,RB,North Carolina A&T,,0.209,0.08,0.297,0.208,0.217,0.211,0.214,0.201
2023,4689553,Carter Campbell,WR,SMU,AAC,0.016,0.037,0,0.016,0.021,0,0.01,0.038
2023,4689579,Jake McConnachie,WR,Pittsburgh,ACC,0.013,0.03,0,0,0,0.071,0,0.045
2023,4689585,Trexler Ivey,QB,Charlotte,AAC,0.347,0.683,0.048,0.286,0.322,0.5,0.31,0.411
2023,4689585,Trexler Ivey,QB,Charlotte,,0.347,0.683,0.048,0.286,0.322,0.5,0.31,0.411
2023,4689590,Bryce Kennon,TE,Charlotte,AAC,0.031,0.068,0,0.023,0.041,0.026,0.019,0.05
2023,4689590,Bryce Kennon,TE,Charlotte,,0.031,0.068,0,0.023,0.041,0.026,0.019,0.05
2023,4689591,Chris Houston,RB,Chattanooga,,0.055,0.015,0.094,0.063,0.051,0.046,0.058,0.049
2023,4689602,Sean Brown,QB,Towson,,0.118,0.175,0.057,0.063,0.135,0.174,0.09,0.188
2023,4689609,Jaivian Lofton,WR,Utah Tech,,0.06,0.095,0.004,0.059,0.062,0.058,0.053,0.073
2023,4689633,Chase Ketterer,RB,Notre Dame,Ind,0.015,0.013,0.017,0.011,0.033,0,0.013,0.023
2023,4689652,Harrison Barker,QB,UAB,AAC,0.128,0.138,0.125,0.118,0.219,0.048,0.159,0.061
2023,4689654,Justin Jones,RB,Auburn,SEC,0.058,0,0.091,0.059,0.083,0,0.074,0
2023,4689721,Ty Robinson,WR,Ball State,MAC,0.074,0.147,0,0.038,0.043,0.188,0.06,0.094
2023,4689759,Ethan Bednarcyzk,WR,Eastern Kentucky,,0.037,0.059,0,0.049,0.03,0.02,0.045,0.013
2023,4689809,Ay'Juan Marshall,WR,Army,Ind,0.057,0.14,0.034,0.057,0.075,0.028,0.049,0.077
2023,4689817,Tyler Brennan,WR,Army,Ind,0.017,0.067,0,0,0.05,0,0.02,0
2023,4689825,Tyrell Robinson,RB,Army,Ind,0.097,0.073,0.106,0.131,0.11,0.032,0.1,0.09
2023,4689826,Riley Tyson,RB,Army,Ind,0.059,0.083,0.054,0.09,0.042,0.029,0.077,0.01
2023,4689828,Joshua Lingenfelter,TE,Army,Ind,0.015,0.043,0,0,0.048,0,0,0.038
2023,4689855,Isaiah Alston,WR,Army,Ind,0.045,0.185,0,0.037,0.045,0.069,0.046,0.04
2023,4689888,Luke Soto,TE,Marshall,SBC,0.015,0.026,0,0,0,0.056,0.026,0
2023,4689890,Zach Fryar,TE,UTEP,CUSA,0.023,0.049,0,0.006,0.028,0.046,0.014,0.043
2023,4689947,Brian Garcia,QB,UL Monroe,SBC,0.044,0.071,0.021,0.054,0,0.071,0.043,0.045
2023,4689970,Mike Diliello,QB,Austin Peay,,0.551,0.911,0.209,0.475,0.568,0.697,0.476,0.7
2023,4689978,Jalen Montgomery,RB,Middle Tennessee,CUSA,0.023,0,0.043,0.037,0.022,0,0.034,0
2023,4690013,Rasheen Ali,RB,Marshall,SBC,0.296,0.08,0.531,0.326,0.307,0.232,0.347,0.192
2023,4690027,Hayden Hagler,TE,Jackson State,,0.034,0.063,0,0.016,0.042,0.046,0.02,0.066
2023,4690073,Craig Burt Jr.,WR,Western Kentucky,CUSA,0.069,0.107,0.008,0.069,0.074,0.049,0.071,0.065
2023,4690111,Canen Adrian,WR,Tennessee State,,0.031,0.088,0,0.023,0.045,0.025,0.016,0.062
2023,4690117,Ja'Cyais Credle,WR,Georgia State,SBC,0.042,0.102,0,0.039,0.031,0.06,0.03,0.066
2023,4690120,Johnny Richardson,RB,UCF,B12,0.112,0.04,0.168,0.106,0.145,0.084,0.106,0.127
2023,4690123,Max Holler,TE,UCF,B12,0.011,0.029,0,0.025,0,0,0.015,0
2023,4690143,LaJohntay Wester,WR,Florida Atlantic,AAC,0.194,0.337,0.024,0.16,0.211,0.238,0.155,0.266
2023,4690144,BJ Alexander,WR,Florida Atlantic,AAC,0.041,0.07,0.006,0.048,0.039,0.035,0.048,0.028
2023,4690157,Yasias Young,RB,South Florida,AAC,0.028,0,0.052,0.031,0.02,0.04,0.029,0.027
2023,4690158,Noah Kim,QB,Michigan State,B1G,0.531,0.891,0.15,0.473,0.527,0.708,0.439,0.711
2023,4690161,Andrew Schorfaar,QB,Michigan State,B1G,0.03,0.057,0,0,0,0.111,0,0.068
2023,4690163,Joseph Martinez,RB,Michigan State,B1G,0.082,0,0.132,0.065,0.095,0.111,0.067,0.125
2023,4690170,Damarcus Thomas,TE,South Alabama,SBC,0.048,0.09,0,0.031,0.07,0.05,0.035,0.073
2023,4690196,Michael Hetzel,WR,App State,SBC,0.035,0.075,0,0.038,0.031,0.042,0.038,0.028
2023,4690461,Robert Williams,WR,Louisiana,SBC,0.061,0.134,0,0.046,0.077,0.076,0.067,0.049
2023,4690482,Justin Morris,TE,Ball State,MAC,0.018,0.032,0,0,0.053,0,0,0.042
2023,4690811,Savion Red,RB,Texas,B12,0.045,0.004,0.088,0.036,0.055,0.035,0.048,0.037
2023,4690875,Jonathan Davidson,WR,Baylor,B12,0.012,0.017,0,0,0.036,0,0,0.036
2023,4690923,Ben Sinnott,TE,Kansas State,B12,0.07,0.147,0.002,0.082,0.053,0.075,0.073,0.064
2023,4690966,Isaiah Jones,WR,Syracuse,ACC,0.041,0.105,0,0.029,0.024,0.102,0.03,0.065
2023,4690972,Ja'Quinden Jackson,RB,Utah,PAC,0.199,0.039,0.3,0.238,0.222,0.12,0.234,0.117
2023,4690977,Donovan Smith,QB,Houston,B12,0.668,0.953,0.318,0.573,0.683,0.832,0.602,0.795
2023,4690984,Jayden York,TE,Texas Tech,B12,0.019,0.031,0,0,0.038,0.034,0.018,0.023
2023,4691000,CJ Cole,WR,West Virginia,B12,0.025,0.063,0,0,0.04,0,0.034,0
2023,4691003,Preston Fox,WR,West Virginia,B12,0.04,0.106,0.002,0.045,0.026,0.043,0.035,0.052
2023,4691042,Jayson Raines,WR,Stanford,PAC,0.014,0.023,0,0.011,0,0.047,0.013,0.015
2023,4691083,Cameron Dotson,WR,Stephen F. Austin,,0.035,0.059,0,0.033,0.04,0.042,0.031,0.043
2023,4691089,Korbyn White,RB,Stephen F. Austin,,0.064,0,0.116,0.069,0.115,0,0.087,0.031
2023,4691101,Lavar Lindo,TE,Stephen F. Austin,,0.016,0.031,0,0.008,0.011,0.014,0.016,0.018
2023,4691102,Ty Love,WR,Stephen F. Austin,,0.035,0.063,0,0.03,0.052,0.027,0.022,0.058
2023,4691138,Aaron Anderson,WR,LSU,SEC,0.035,0.07,0,0.031,0.031,0.058,0.03,0.051
2023,4691266,Noah Caldwell,TE,Abilene Christian,,0.015,0.033,0,0.018,0.02,0,0.011,0.021
2023,4691270,Jermiah Dobbins,RB,Abilene Christian,,0.108,0.005,0.194,0.125,0.131,0.042,0.118,0.086
2023,4691272,Stone Earle,QB,North Texas,AAC,0.271,0.413,0.131,0.278,0.293,0.294,0.244,0.328
2023,4691280,Denver Holman,WR,Abilene Christian,,0.014,0.036,0,0,0.043,0,0,0.059
2023,4691284,Darius Lewis,WR,SE Louisiana,,0.095,0.183,0.009,0.082,0.095,0.126,0.074,0.136
2023,4691289,Cooper McCasland,WR,Abilene Christian,,0.043,0.101,0,0.028,0.06,0.045,0.035,0.058
2023,4691315,Umari Hatcher,WR,Syracuse,ACC,0.081,0.192,0,0.053,0.073,0.16,0.055,0.132
2023,4691547,Preston Daniel,TE,Florida State,ACC,0.017,0.043,0,0.033,0,0,0.026,0
2023,4691688,Robbie Ouzts,TE,Alabama,SEC,0.016,0.039,0,0.024,0.015,0,0.024,0
2023,4691745,Graeson Underwood,QB,The Citadel,,0.395,0.707,0.19,0.373,0.361,0.44,0.35,0.49
2023,4691760,Tyson Trottier,WR,The Citadel,,0.022,0.049,0,0.03,0.014,0.022,0.024,0.016
2023,4691838,Lamagea McDowell,RB,Campbell,,0.201,0.02,0.391,0.254,0.151,0.176,0.241,0.105
2023,4691842,Chris McKay Jr.,RB,Campbell,,0.105,0.004,0.198,0.113,0.076,0.145,0.117,0.076
2023,4691861,Brandon Fitez,WR,Campbell,,0.021,0.044,0,0.008,0.04,0.02,0.016,0.032
2023,4691889,Gregory DeRosiers,RB,Massachusetts,Ind,0.081,0.052,0.113,0.095,0.073,0.074,0.082,0.08
2023,4691966,Maddox Kopp,QB,Miami (OH),MAC,0.038,0.167,0,0,0,0.182,0,0.095
2023,4692022,Javon Baker,WR,UCF,B12,0.068,0.161,0,0.069,0.069,0.06,0.056,0.097
2023,4692050,Ethan Dirrim,TE,Georgia Southern,SBC,0.019,0.018,0.022,0,0.039,0.029,0.031,0
2023,4692052,Carter Peevy,QB,Mercer,,0.51,0.964,0.194,0.401,0.52,0.72,0.46,0.619
2023,4692058,Al Wooten II,RB,Mercer,,0.197,0.036,0.313,0.26,0.178,0.104,0.222,0.143
2023,4692070,Andrew May,TE,Mercer,,0.017,0.045,0,0.013,0,0.059,0.009,0.034
2023,4692530,Chandler Morris,QB,TCU,B12,0.45,0.778,0.129,0.429,0.342,0.67,0.386,0.595
2023,4692534,Jackson Sumlin,TE,Florida Atlantic,AAC,0.037,0.056,0,0.039,0.033,0.022,0.027,0.051
2023,4692538,Jalin Conyers,TE,Arizona State,PAC,0.107,0.153,0.055,0.088,0.093,0.149,0.108,0.106
2023,4692550,Trevon West,WR,Tarleton State,,0.04,0.113,0,0.055,0.015,0.05,0.045,0.031
2023,4692642,Celdon Manning,RB,Missouri State,,0.06,0.028,0.105,0.049,0.075,0.059,0.063,0.054
2023,4692654,DVontae Key,WR,Missouri State,,0.032,0.055,0.004,0.024,0.034,0.036,0.026,0.044
2023,4692666,Earnest Crownover,RB,Texas A&M,SEC,0.021,0.014,0.027,0.024,0.022,0.016,0.03,0
2023,4692796,Nick DeGennaro,WR,Richmond,,0.089,0.188,0.003,0.053,0.079,0.193,0.071,0.13
2023,4692826,Payton Mangrum,WR,South Carolina,SEC,0.014,0.024,0,0.016,0,0.034,0.012,0.018
2023,4692830,Bradley Dunn,RB,South Carolina,SEC,0.05,0,0.125,0.033,0.056,0.1,0.025,0.1
2023,4692846,Cale Cabbiness,WR,Oklahoma State,B12,0.013,0.02,0,0,0.04,0,0.017,0
2023,4692938,Calvin Jones,WR,Western Carolina,,0.046,0.085,0,0.038,0.068,0.038,0.042,0.059
2023,4692939,Raekwon Heath,WR,Tennessee Tech,,0.02,0.038,0,0.017,0,0.059,0.01,0.042
2023,4692968,Travon Jones,TE,Northwestern State,,0.048,0.099,0,0.079,0.007,0.052,0.062,0.021
2023,4692972,Jamoi Mayes,WR,Chattanooga,,0.086,0.184,0.002,0.081,0.104,0.073,0.095,0.067
2023,4693184,Andrew Sowinski,WR,Purdue,B1G,0.043,0.115,0,0.029,0.087,0,0.02,0.111
2023,4693208,Patrick Gurd,TE,Ohio State,B1G,0.015,0.03,0,0,0.053,0,0,0.071
2023,4693219,Ron Wiggins,RB,Jacksonville State,CUSA,0.167,0.054,0.224,0.196,0.156,0.13,0.193,0.106
2023,4693322,Dominic Gonnella,RB,South Florida,AAC,0.041,0.031,0.048,0.031,0.038,0.071,0.039,0.043
2023,4693330,TK Marshall,RB,North Dakota State,,0.088,0.021,0.126,0.111,0.078,0.056,0.1,0.057
2023,4693331,Cam Miller,QB,North Dakota State,,0.443,0.876,0.202,0.325,0.509,0.627,0.375,0.612
2023,4693333,RaJa Nelson,WR,North Dakota State,,0.071,0.094,0.058,0.08,0.078,0.045,0.068,0.076
2023,4693341,Joe Stoffel,TE,North Dakota State,,0.035,0.098,0,0.038,0.031,0.032,0.032,0.041
2023,4693342,Tyler Terhark,WR,North Dakota State,,0.021,0.057,0,0.023,0.016,0.028,0.02,0.025
2023,4693365,Haakon Anderson,WR,Wisconsin,B1G,0.014,0.031,0,0,0.043,0,0.018,0
2023,4693370,Riley Nowakowski,TE,Wisconsin,B1G,0.025,0.045,0,0.013,0.034,0.037,0.021,0.035
2023,4693603,Kobe Warden,WR,North Alabama,,0.067,0.103,0.03,0.061,0.066,0.075,0.06,0.079
2023,4693615,Charlie Spegal,RB,Ball State,MAC,0.042,0.006,0.068,0.05,0.039,0.034,0.044,0.038
2023,4693740,Kahleil Jackson,WR,Florida,SEC,0.045,0.083,0,0.045,0.033,0.061,0.04,0.053
2023,4693793,Jake Farrell,QB,Hawai'i,MWC,0.164,0.184,0.125,0.13,0.2,0.2,0.226,0.083
2023,4693798,Koali Nishigaya,WR,Hawai'i,MWC,0.051,0.077,0,0.053,0.047,0.053,0.055,0.042
2023,4693813,Ben Brittain,QB,Air Force,MWC,0.066,0.125,0.051,0.074,0.053,0.083,0.058,0.083
2023,4693817,Micah Davis,WR,Utah State,MWC,0.048,0.095,0,0.032,0.057,0.073,0.035,0.077
2023,4693861,Myles Crawley,QB,Grambling,,0.443,0.841,0.053,0.427,0.377,0.577,0.403,0.518
2023,4693865,Abdou Diop,TE,Morgan State,,0.028,0.061,0,0,0.083,0,0.029,0.026
2023,4693881,Kisean Johnson,WR,Alabama State,,0.124,0.26,0.021,0.122,0.099,0.165,0.127,0.117
2023,4693901,Roy Alexander,WR,UAlbany,,0.104,0.163,0.015,0.12,0.093,0.103,0.114,0.088
2023,4693906,Jose Lopez-Quinones,RB,UAlbany,,0.031,0,0.061,0.033,0.05,0,0.024,0.045
2023,4693925,Jackson Parker,WR,UAlbany,,0.057,0.094,0,0.034,0.068,0.094,0.049,0.068
2023,4694023,Nate Lussier,QB,Brown,,0.036,0.037,0.034,0.043,0.046,0,0.042,0.021
2023,4694024,Mark Mahoney,WR,Brown,,0.066,0.108,0,0.044,0.09,0.068,0.052,0.1
2023,4694035,Graham Walker,TE,Brown,,0.091,0.143,0.004,0.107,0.066,0.103,0.084,0.105
2023,4694042,Kyle Cichanowsky,RB,Bryant,,0.053,0.032,0.074,0.048,0.016,0.132,0.036,0.096
2023,4694043,Ryan Clark,RB,Bryant,,0.085,0.008,0.18,0.093,0.088,0.047,0.1,0.047
2023,4694056,Konor Lathrop,TE,Bryant,,0.031,0.053,0,0.03,0.035,0.029,0.033,0.026
2023,4694066,Landon Ruggieri,WR,Bryant,,0.104,0.19,0,0.102,0.12,0.092,0.106,0.099
2023,4694069,Marc Taglieri Jr.,TE,Bryant,,0.023,0.037,0,0.017,0.034,0.017,0.017,0.033
2023,4694073,Nick Semptimphelter,QB,Bucknell,,0.108,0.171,0.033,0.086,0.086,0.194,0.099,0.123
2023,4694074,Coleman Bennett,RB,Bucknell,,0.203,0.089,0.358,0.227,0.213,0.145,0.237,0.137
2023,4694092,Christian Tait,WR,Bucknell,,0.037,0.063,0,0.053,0.015,0.04,0.038,0.034
2023,4694093,Damian Harris,WR,Bucknell,,0.091,0.164,0,0.093,0.087,0.091,0.102,0.07
2023,4694095,Adam Barakat,WR,Bucknell,,0.021,0.041,0,0.017,0.021,0.031,0.02,0.022
2023,4694113,Joey Suchy,RB,Butler,,0.092,0.047,0.134,0.081,0.096,0.106,0.1,0.076
2023,4694139,Luka Popovic,WR,Butler,,0.049,0.115,0,0.016,0.08,0.077,0.02,0.116
2023,4694178,Isaiah Bess,QB,Charleston Southern,,0.214,0.381,0.103,0.181,0.154,0.316,0.176,0.278
2023,4694180,JD Moore,RB,Charleston Southern,,0.118,0.024,0.195,0.148,0.089,0.097,0.144,0.075
2023,4694182,Nivon Holland,WR,Charleston Southern,,0.036,0.019,0.051,0.069,0.014,0.017,0.048,0.02
2023,4694246,William Parker,TE,Colgate,,0.015,0.015,0.015,0.012,0.015,0.021,0.02,0.006
2023,4694247,Matt Paske,TE,Colgate,,0.026,0.049,0,0.029,0.04,0,0.033,0
2023,4694249,Jake Ryan,WR,Colgate,,0.025,0.05,0,0.019,0.034,0.026,0.028,0.019
2023,4694253,Nick Wamp,WR,Colgate,,0.014,0.021,0,0,0.042,0,0.021,0
2023,4694257,Joe Green,QB,Columbia,,0.327,0.587,0.061,0.284,0.318,0.375,0.284,0.422
2023,4694261,Marcus Libman,WR,Columbia,,0.038,0.085,0,0.036,0.053,0.026,0.036,0.042
2023,4694262,Ty'son Edwards,RB,Columbia,,0.074,0.01,0.128,0.055,0.059,0.086,0.087,0.044
2023,4694263,Joey Giorgi,RB,Columbia,,0.277,0.068,0.452,0.348,0.283,0.19,0.31,0.199
2023,4694283,Dominic Busby,TE,Columbia,,0.066,0.148,0,0.091,0,0.125,0.053,0.087
2023,4694288,James Miller,TE,Columbia,,0.027,0.06,0,0.015,0.009,0.067,0.013,0.064
2023,4694295,Makhi Jackson,WR,Delaware,,0.021,0.044,0,0.014,0.021,0.043,0.019,0.029
2023,4694296,James Collins,WR,Delaware,,0.015,0.028,0,0.035,0,0,0.022,0
2023,4694302,Marcus Yarns,RB,Delaware,,0.189,0.047,0.344,0.234,0.163,0.131,0.22,0.114
2023,4694323,Andrew Miklos,TE,Delaware,,0.014,0.026,0,0.02,0,0.026,0.019,0
2023,4694361,Bryce Corriston,QB,Wofford,,0.313,0.67,0.098,0.226,0.275,0.516,0.243,0.464
2023,4694363,Alec Holt,WR,Wofford,,0.059,0.114,0.005,0.061,0.067,0.039,0.046,0.081
2023,4694369,David Legette,RB,Wofford,,0.072,0.047,0.095,0.084,0.083,0.038,0.089,0.034
2023,4694376,Dillon Droze,TE,Wofford,,0.017,0.037,0,0.031,0,0.019,0.025,0
2023,4694389,Luke Duby,QB,Cornell,,0.083,0.142,0,0.09,0.079,0.045,0.079,0.089
2023,4694404,Nicholas Laboy,WR,Cornell,,0.09,0.166,0,0.087,0.084,0.108,0.082,0.105
2023,4694410,Drew Powell,RB,Cornell,,0.091,0.041,0.153,0.097,0.111,0.057,0.095,0.085
2023,4694411,Matt Robbert,TE,Cornell,,0.062,0.12,0,0.06,0.071,0.053,0.062,0.061
2023,4694452,Myles Morales,TE,Delaware State,,0.03,0.057,0,0.03,0.041,0.019,0.026,0.035
2023,4694462,Isaac Boston,WR,Dartmouth,,0.049,0.109,0,0.027,0.036,0.096,0.02,0.115
2023,4694468,Jace Henry,TE,Dartmouth,,0.033,0.079,0,0.03,0.053,0.011,0.033,0.032
2023,4694473,Tevita Moimoi,RB,Dartmouth,,0.093,0.052,0.126,0.089,0.117,0.074,0.106,0.062
2023,4694478,Joey Richmond,RB,Dartmouth,,0.013,0,0.019,0,0,0.067,0.015,0
2023,4694479,Nic Sani,TE,Dartmouth,,0.013,0.027,0,0.03,0,0,0.018,0
2023,4694481,Paxton Scott,WR,Dartmouth,,0.097,0.221,0.003,0.1,0.098,0.088,0.092,0.109
2023,4694484,Jarmone Sutherland,WR,Dartmouth,,0.028,0.055,0,0.034,0.041,0,0.021,0.043
2023,4694487,DreSean Kendrick,RB,William & Mary,,0.07,0.2,0.013,0.063,0.051,0.115,0.063,0.086
2023,4694488,JT Mayo,WR,William & Mary,,0.082,0.212,0.003,0.059,0.094,0.117,0.072,0.101
2023,4694491,Mattijs Lasore,RB,William & Mary,,0.127,0,0.217,0.13,0.147,0.095,0.131,0.122
2023,4694492,Malachi Imoh,RB,William & Mary,,0.235,0.098,0.32,0.267,0.229,0.198,0.251,0.207
2023,4694494,Ry Yates,TE,Yale,,0.016,0.038,0,0.028,0.013,0,0.022,0
2023,4694509,Colton Turner,TE,William & Mary,,0.017,0.04,0,0.038,0,0,0.028,0
2023,4694519,Logan Davis,RB,Dayton,,0.048,0.006,0.086,0.04,0.071,0.039,0.05,0.043
2023,4694522,Joey Swanson,WR,Dayton,,0.037,0.081,0,0.04,0.045,0.026,0.034,0.043
2023,4694530,Luke Brenner,WR,Dayton,,0.044,0.089,0,0.044,0.03,0.07,0.041,0.052
2023,4694535,Jake Coleman,WR,Dayton,,0.066,0.134,0,0.045,0.078,0.069,0.056,0.086
2023,4694555,Alec Keathley,TE,Dayton,,0.024,0.053,0,0.022,0.038,0.014,0.027,0.019
2023,4694563,Jalen Powell,WR,Bryant,,0.072,0.127,0,0.069,0.042,0.128,0.076,0.064
2023,4694573,Rickie Johnson,WR,Utah Tech,,0.109,0.174,0.004,0.092,0.145,0.106,0.102,0.123
2023,4694576,Kobe Tracy,QB,Utah Tech,,0.545,0.835,0.078,0.457,0.57,0.702,0.47,0.699
2023,4694583,Quali Conley,RB,San José State,MWC,0.192,0.066,0.323,0.205,0.226,0.116,0.226,0.122
2023,4694589,Damani Wilks,WR,Utah Tech,,0.035,0.058,0,0.012,0.051,0.061,0.028,0.05
2023,4694591,Michael Moten,WR,Utah Tech,,0.037,0.057,0.009,0.008,0.093,0.015,0.01,0.087
2023,4694660,Tre Maronic,TE,Western Illinois,,0.017,0.034,0,0.022,0.026,0,0.013,0.022
2023,4694674,Ludovick Choquette,RB,Western Illinois,,0.126,0.035,0.245,0.139,0.137,0.11,0.134,0.113
2023,4694701,Rashad Raymond,RB,VMI,,0.149,0.051,0.256,0.206,0.124,0.073,0.173,0.106
2023,4694703,Julio DaSilva,WR,VMI,,0.035,0.068,0,0.037,0.057,0,0.039,0.028
2023,4694709,Grant Swinehart,RB,VMI,,0.046,0,0.096,0.06,0.043,0.027,0.055,0.031
2023,4694714,Aidan Twombly,TE,VMI,,0.091,0.17,0.004,0.085,0.074,0.122,0.095,0.083
2023,4694728,Chance Knox,WR,VMI,,0.121,0.193,0.048,0.114,0.161,0.068,0.106,0.149
2023,4694741,Mitchell Bothwell,TE,Villanova,,0.016,0.041,0,0,0.047,0,0,0.059
2023,4694763,Tytus Ragle,WR,Valparaiso,,0.016,0.033,0,0,0.047,0,0.01,0.026
2023,4694803,Braden Contreras,WR,Illinois State,,0.031,0.056,0,0.049,0,0.043,0.037,0
2023,4694806,Jake Vickers,TE,Valparaiso,,0.033,0.067,0,0.02,0.032,0.037,0.04,0.021
2023,4694854,Tim Nesslage,TE,Drake,,0.026,0.047,0,0.021,0.036,0.024,0.02,0.034
2023,4694856,Luke Bailey,QB,Drake,,0.523,0.938,0.052,0.372,0.511,0.8,0.397,0.731
2023,4694857,Hunter Johnson,WR,Drake,,0.04,0.072,0,0.011,0.066,0.061,0.033,0.051
2023,4694869,Sam Rodriguez,TE,Drake,,0.043,0.075,0,0.025,0.069,0.041,0.036,0.052
2023,4694871,Brandon Langdok,WR,Drake,,0.032,0.063,0,0.037,0.01,0.057,0.023,0.052
2023,4694872,Jacob McCauley,WR,Drake,,0.026,0.052,0,0,0.053,0.036,0,0.059
2023,4694875,Eli Stewart,TE,Drake,,0.02,0.029,0.011,0,0.048,0.021,0.031,0
2023,4694890,Trey Radocha,WR,Drake,,0.061,0.11,0,0.04,0.076,0.073,0.04,0.096
2023,4694912,Abdul Janneh,WR,Georgia Tech,ACC,0.021,0.043,0,0,0.041,0.038,0.004,0.053
2023,4694924,Joey Isabella,WR,Duquesne,,0.041,0.09,0.006,0.024,0.027,0.088,0.03,0.064
2023,4694939,Nathan Kent,QB,Towson,,0.566,0.943,0.193,0.493,0.584,0.679,0.519,0.677
2023,4694942,Sabias Folley,RB,Towson,,0.031,0.014,0.053,0.036,0.049,0,0.033,0.026
2023,4694946,Devin Matthews,RB,Towson,,0.219,0.018,0.429,0.261,0.213,0.153,0.261,0.121
2023,4694951,Brady McElhaney,WR,Towson,,0.034,0.061,0,0.022,0.045,0.056,0.041,0.017
2023,4695005,Ashton Maples,WR,Tennessee Tech,,0.013,0.025,0,0.017,0,0.027,0.013,0.014
