Season,Team,Conference,Points For,Points Against,Win,Game,Loss
2023,Baylor,Big 12,25,59,0,1,1
2023,Rutgers,Big Ten,0,22,0,1,1
2023,Pittsburgh,ACC,13,28,0,1,1
2023,Tennessee,SEC,7,36,0,1,1
2023,Oklahoma State,Big 12,3,45,0,1,1
2023,Northwestern,Big Ten,24,10,1,1,0
2023,Minnesota,Big Ten,30,49,0,1,1
2023,Miami,ACC,20,27,0,1,1
2023,Utah,Pac-12,28,35,0,1,1
2023,Washington State,Pac-12,39,42,0,1,1
2023,Auburn,SEC,48,10,1,1,0
2023,Stanford,Pac-12,17,62,0,1,1
2023,Cincinnati,Big 12,24,14,1,1,0
2023,Ole Miss,SEC,17,52,0,1,1
2023,West Virginia,Big 12,20,59,0,1,1
2023,Mississippi State,SEC,10,51,0,1,1
2023,Florida,SEC,35,52,0,1,1
2023,Michigan State,Big Ten,3,38,0,1,1
2023,Texas,Big 12,29,26,1,1,0
2023,Duke,ACC,45,47,0,1,1
2023,Arizona State,Pac-12,17,7,1,1,0
2023,Iowa State,Big 12,45,13,1,1,0
2023,USC,Pac-12,27,36,0,1,1
2023,Boston College,ACC,16,24,0,1,1
2023,Colorado,Pac-12,14,56,0,1,1
2023,Louisville,ACC,38,31,1,1,0
2023,Oklahoma,Big 12,31,24,1,1,0
2023,Purdue,Big Ten,15,23,0,1,1
2023,Michigan State,Big Ten,24,21,1,1,0
2023,Michigan,Big Ten,31,24,1,1,0
2023,Rutgers,Big Ten,6,27,0,1,1
2023,Cincinnati,Big 12,21,42,0,1,1
2023,Utah,Pac-12,18,42,0,1,1
2023,Duke,ACC,27,30,0,1,1
2023,Georgia,SEC,38,10,1,1,0
2023,Wake Forest,ACC,7,45,0,1,1
2023,UCLA,Pac-12,38,20,1,1,0
2023,North Carolina,ACC,20,31,0,1,1
2023,NC State,ACC,35,28,1,1,0
2023,Baylor,Big 12,17,42,0,1,1
2023,Illinois,Big Ten,13,15,0,1,1
2023,Oregon,Pac-12,49,13,1,1,0
2023,Minnesota,Big Ten,3,37,0,1,1
2023,Oklahoma State,Big 12,43,30,1,1,0
2023,UCF,Big 12,23,24,0,1,1
2023,California,Pac-12,27,15,1,1,0
2023,Kansas State,Big 12,31,27,1,1,0
2023,Kentucky,SEC,14,17,0,1,1
2023,Washington,Pac-12,22,20,1,1,0
2023,Florida,SEC,31,33,0,1,1
2023,Nebraska,Big Ten,17,24,0,1,1
2023,Syracuse,ACC,22,31,0,1,1
2023,Texas,Big 12,26,16,1,1,0
2023,Ole Miss,SEC,17,7,1,1,0
2023,TCU,Big 12,45,69,0,1,1
2023,Miami,ACC,45,20,1,1,0
2023,Iowa,Big Ten,13,10,1,1,0
2023,Missouri,SEC,48,14,1,1,0
2023,Texas Tech,Big 12,7,57,0,1,1
2023,Penn State,Big Ten,42,0,1,1,0
2023,Oregon State,Pac-12,7,31,0,1,1
2023,Kentucky,SEC,38,31,1,1,0
2023,Pittsburgh,ACC,19,30,0,1,1
2023,Ohio State,Big Ten,24,30,0,1,1
2023,Indiana,Big Ten,31,35,0,1,1
2023,Texas A&M,SEC,30,42,0,1,1
2023,Houston,Big 12,13,27,0,1,1
2023,Wake Forest,ACC,31,35,0,1,1
2023,Colorado,Pac-12,17,23,0,1,1
2023,BYU,Big 12,34,40,0,1,1
2023,Arizona,Pac-12,59,23,1,1,0
2023,Alabama,SEC,27,24,1,1,0
2023,Wisconsin,Big Ten,28,14,1,1,0
2023,Virginia Tech,ACC,55,17,1,1,0
2023,Vanderbilt,SEC,24,48,0,1,1
2023,Maryland,Big Ten,42,24,1,1,0
2023,Northwestern,Big Ten,45,43,1,1,0
2023,Washington State,Pac-12,21,24,0,1,1
2023,Florida State,ACC,24,15,1,1,0
2023,West Virginia,Big 12,34,31,1,1,0
2023,Georgia,SEC,31,23,1,1,0
2023,Kansas,Big 12,49,16,1,1,0
2023,Clemson,ACC,16,7,1,1,0
2023,Iowa State,Big 12,42,35,1,1,0
2023,North Carolina,ACC,20,39,0,1,1
2023,California,Pac-12,33,7,1,1,0
2023,Oregon,Pac-12,31,34,0,1,1
2023,Oklahoma State,Big 12,21,49,0,1,1
2023,Georgia,SEC,24,27,0,1,1
2023,Michigan,Big Ten,26,0,1,1,0
2023,Louisville,ACC,6,16,0,1,1
